acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists
0.00497,https://api.spotify.com/v1/audio-analysis/1HykUKaVU0CEUvv1vLKkXj,0.625,198267,0.951,1HykUKaVU0CEUvv1vLKkXj,0.0,3,0.106,-5.209,1,0.0494,128.01,4,https://api.spotify.com/v1/tracks/1HykUKaVU0CEUvv1vLKkXj,audio_features,spotify:track:1HykUKaVU0CEUvv1vLKkXj,0.721,2018-12-24T01:50:42Z,Since U Been Gone,A Day To Remember
7.22e-05,https://api.spotify.com/v1/audio-analysis/1MWX21tn8xU6XelNgNo3om,0.296,114520,0.967,1MWX21tn8xU6XelNgNo3om,3.82e-05,0,0.365,-5.267,0,0.156,118.855,4,https://api.spotify.com/v1/tracks/1MWX21tn8xU6XelNgNo3om,audio_features,spotify:track:1MWX21tn8xU6XelNgNo3om,0.539,2018-12-24T01:50:42Z,Why Walk On Water When We've Got Boats,A Day To Remember
0.00804,https://api.spotify.com/v1/audio-analysis/0h7UuUP74Dj8Dg8fmfYUkb,0.314,147427,0.956,0h7UuUP74Dj8Dg8fmfYUkb,4.35e-06,7,0.616,-8.301,1,0.173,143.089,4,https://api.spotify.com/v1/tracks/0h7UuUP74Dj8Dg8fmfYUkb,audio_features,spotify:track:0h7UuUP74Dj8Dg8fmfYUkb,0.136,2018-12-24T01:50:42Z,Fast Forward to 2012 - Live at the Capitol,A Day To Remember
0.00412,https://api.spotify.com/v1/audio-analysis/2PNkYCxSIhDBeDdZ5lk2Cb,0.369,174493,0.955,2PNkYCxSIhDBeDdZ5lk2Cb,0.0,0,0.197,-8.035,1,0.102,116.811,4,https://api.spotify.com/v1/tracks/2PNkYCxSIhDBeDdZ5lk2Cb,audio_features,spotify:track:2PNkYCxSIhDBeDdZ5lk2Cb,0.192,2018-12-24T01:50:42Z,Heartless - Live at the Capitol,A Day To Remember
0.000263,https://api.spotify.com/v1/audio-analysis/5GKN77kZoPa8losugqLKXl,0.355,251440,0.938,5GKN77kZoPa8losugqLKXl,3.36e-06,1,0.192,-8.24,1,0.0979,97.898,4,https://api.spotify.com/v1/tracks/5GKN77kZoPa8losugqLKXl,audio_features,spotify:track:5GKN77kZoPa8losugqLKXl,0.225,2018-12-24T01:50:42Z,A Shot In the Dark - Live at the Capitol,A Day To Remember
0.00181,https://api.spotify.com/v1/audio-analysis/4Urbb9u3jP5cn5vR1TJiWD,0.404,120000,0.989,4Urbb9u3jP5cn5vR1TJiWD,0.0,0,0.775,-7.755,1,0.0807,132.086,4,https://api.spotify.com/v1/tracks/4Urbb9u3jP5cn5vR1TJiWD,audio_features,spotify:track:4Urbb9u3jP5cn5vR1TJiWD,0.0786,2018-12-24T01:50:42Z,Why Walk On Water When We've Got Boats - Live at the Capitol,A Day To Remember
0.000722,https://api.spotify.com/v1/audio-analysis/2PUVScEtCl83CQsaX86HcC,0.404,186253,0.963,2PUVScEtCl83CQsaX86HcC,0.0,8,0.423,-8.038,1,0.109,139.433,4,https://api.spotify.com/v1/tracks/2PUVScEtCl83CQsaX86HcC,audio_features,spotify:track:2PUVScEtCl83CQsaX86HcC,0.23,2018-12-24T01:50:42Z,Since U Been Gone - Live at the Capitol,A Day To Remember
0.000279,https://api.spotify.com/v1/audio-analysis/55ypgYjJuUag3xz1ufwYGN,0.348,228827,0.962,55ypgYjJuUag3xz1ufwYGN,0.0,10,0.0777,-8.087,1,0.0974,160.774,4,https://api.spotify.com/v1/tracks/55ypgYjJuUag3xz1ufwYGN,audio_features,spotify:track:55ypgYjJuUag3xz1ufwYGN,0.336,2018-12-24T01:50:42Z,Monument - Live at the Capitol,A Day To Remember
0.000205,https://api.spotify.com/v1/audio-analysis/4GMWHk2c5b10L4pTHrR9hD,0.446,177067,0.935,4GMWHk2c5b10L4pTHrR9hD,0.0,8,0.397,-7.873,1,0.0862,95.92,4,https://api.spotify.com/v1/tracks/4GMWHk2c5b10L4pTHrR9hD,audio_features,spotify:track:4GMWHk2c5b10L4pTHrR9hD,0.324,2018-12-24T01:50:42Z,The Danger In Starting a Fire - Live at the Capitol,A Day To Remember
0.000286,https://api.spotify.com/v1/audio-analysis/0c1Rz6VUk6cnHtp0mpl3zs,0.327,225800,0.965,0c1Rz6VUk6cnHtp0mpl3zs,0.0,8,0.277,-7.71,1,0.09,99.465,4,https://api.spotify.com/v1/tracks/0c1Rz6VUk6cnHtp0mpl3zs,audio_features,spotify:track:0c1Rz6VUk6cnHtp0mpl3zs,0.21,2018-12-24T01:50:42Z,You Should've Killed Me When You Had the Chance - Live at the Capitol,A Day To Remember
7.55e-05,https://api.spotify.com/v1/audio-analysis/4bnAkiHDA615tNhcV29rut,0.384,268347,0.963,4bnAkiHDA615tNhcV29rut,5.12e-06,5,0.662,-7.748,0,0.0587,103.401,4,https://api.spotify.com/v1/tracks/4bnAkiHDA615tNhcV29rut,audio_features,spotify:track:4bnAkiHDA615tNhcV29rut,0.341,2018-12-24T01:50:42Z,The Plot to Bomb the Panhandle - Live at the Capitol,A Day To Remember
0.824,https://api.spotify.com/v1/audio-analysis/6fbTkdvNdtMNQaVHCc8l1P,0.575,163253,0.364,6fbTkdvNdtMNQaVHCc8l1P,0.000343,2,0.0935,-11.192,0,0.036,129.862,4,https://api.spotify.com/v1/tracks/6fbTkdvNdtMNQaVHCc8l1P,audio_features,spotify:track:6fbTkdvNdtMNQaVHCc8l1P,0.0611,2018-12-24T01:50:42Z,The Price We Pay,A Day To Remember
6.27e-05,https://api.spotify.com/v1/audio-analysis/7F0IyFNW54CrTQ4c9hCc9S,0.35,232080,0.956,7F0IyFNW54CrTQ4c9hCc9S,0.000385,7,0.154,-4.121,1,0.147,186.434,3,https://api.spotify.com/v1/tracks/7F0IyFNW54CrTQ4c9hCc9S,audio_features,spotify:track:7F0IyFNW54CrTQ4c9hCc9S,0.356,2018-12-24T01:50:42Z,A Shot In the Dark,A Day To Remember
0.000127,https://api.spotify.com/v1/audio-analysis/7zZcHzLRBn6xUh9mVYDpm0,0.406,284400,0.92,7zZcHzLRBn6xUh9mVYDpm0,0.0,4,0.168,-4.548,0,0.0528,90.73,4,https://api.spotify.com/v1/tracks/7zZcHzLRBn6xUh9mVYDpm0,audio_features,spotify:track:7zZcHzLRBn6xUh9mVYDpm0,0.499,2018-12-24T01:50:42Z,Start the Shooting,A Day To Remember
8.06e-05,https://api.spotify.com/v1/audio-analysis/6C4xiBknxtScabd6My0I89,0.246,255227,0.955,6C4xiBknxtScabd6My0I89,1.18e-05,1,0.414,-8.131,1,0.101,153.978,4,https://api.spotify.com/v1/tracks/6C4xiBknxtScabd6My0I89,audio_features,spotify:track:6C4xiBknxtScabd6My0I89,0.232,2018-12-24T01:50:42Z,1958 - Live at the Capitol,A Day To Remember
0.000256,https://api.spotify.com/v1/audio-analysis/6G7URf5rGe6MvNoiTtNEP7,0.589,209093,0.881,6G7URf5rGe6MvNoiTtNEP7,0.0,0,0.327,-4.62,1,0.0666,129.95,4,https://api.spotify.com/v1/tracks/6G7URf5rGe6MvNoiTtNEP7,audio_features,spotify:track:6G7URf5rGe6MvNoiTtNEP7,0.709,2018-12-24T01:50:27Z,The Downfall of Us All,A Day To Remember
0.000281,https://api.spotify.com/v1/audio-analysis/5EFSJ6Or2ViON4jKL6xvB0,0.419,213800,0.907,5EFSJ6Or2ViON4jKL6xvB0,0.0,8,0.177,-4.939,1,0.0854,144.641,4,https://api.spotify.com/v1/tracks/5EFSJ6Or2ViON4jKL6xvB0,audio_features,spotify:track:5EFSJ6Or2ViON4jKL6xvB0,0.653,2018-12-24T01:50:27Z,My Life for Hire,A Day To Remember
7.35e-05,https://api.spotify.com/v1/audio-analysis/1fTNpl2mxqHVlLqRNbyDhR,0.241,180840,0.97,1fTNpl2mxqHVlLqRNbyDhR,0.0,10,0.904,-4.246,0,0.104,159.93,4,https://api.spotify.com/v1/tracks/1fTNpl2mxqHVlLqRNbyDhR,audio_features,spotify:track:1fTNpl2mxqHVlLqRNbyDhR,0.621,2018-12-24T01:50:27Z,"I'm Made of Wax, Larry, What Are You Made Of?",A Day To Remember
2.65e-05,https://api.spotify.com/v1/audio-analysis/6KyOCzf2A2jjROH4ZokTEw,0.489,211133,0.86,6KyOCzf2A2jjROH4ZokTEw,0.0,0,0.385,-5.021,1,0.106,148.824,4,https://api.spotify.com/v1/tracks/6KyOCzf2A2jjROH4ZokTEw,audio_features,spotify:track:6KyOCzf2A2jjROH4ZokTEw,0.666,2018-12-24T01:50:27Z,NJ Legion Iced Tea,A Day To Remember
0.000136,https://api.spotify.com/v1/audio-analysis/6rx6Qr5BCVB4MaIvSYSsh1,0.301,255827,0.916,6rx6Qr5BCVB4MaIvSYSsh1,1.73e-05,10,0.293,-6.218,0,0.092,150.093,4,https://api.spotify.com/v1/tracks/6rx6Qr5BCVB4MaIvSYSsh1,audio_features,spotify:track:6rx6Qr5BCVB4MaIvSYSsh1,0.45,2018-12-24T01:50:27Z,Mr. Highway's Thinking About the End,A Day To Remember
7.12e-05,https://api.spotify.com/v1/audio-analysis/5D25Vmd458UZ6n27g76d3l,0.507,188813,0.933,5D25Vmd458UZ6n27g76d3l,0.0,0,0.105,-4.7,1,0.0868,149.998,4,https://api.spotify.com/v1/tracks/5D25Vmd458UZ6n27g76d3l,audio_features,spotify:track:5D25Vmd458UZ6n27g76d3l,0.714,2018-12-24T01:50:27Z,Have Faith In Me,A Day To Remember
0.000266,https://api.spotify.com/v1/audio-analysis/16dE1ZQujHYFV0J3n3D9H0,0.417,179933,0.943,16dE1ZQujHYFV0J3n3D9H0,0.0,10,0.099,-4.994,0,0.118,170.141,4,https://api.spotify.com/v1/tracks/16dE1ZQujHYFV0J3n3D9H0,audio_features,spotify:track:16dE1ZQujHYFV0J3n3D9H0,0.714,2018-12-24T01:50:27Z,Welcome to the Family,A Day To Remember
9.52e-05,https://api.spotify.com/v1/audio-analysis/1WoVRr4ZKgIdshBwXCl3pq,0.283,236613,0.957,1WoVRr4ZKgIdshBwXCl3pq,0.0,5,0.287,-4.845,0,0.0729,110.027,4,https://api.spotify.com/v1/tracks/1WoVRr4ZKgIdshBwXCl3pq,audio_features,spotify:track:1WoVRr4ZKgIdshBwXCl3pq,0.431,2018-12-24T01:50:27Z,Homesick,A Day To Remember
0.000413,https://api.spotify.com/v1/audio-analysis/4hjADSjvdIIW3xchE5h1eS,0.354,203893,0.948,4hjADSjvdIIW3xchE5h1eS,3.23e-06,8,0.831,-5.739,1,0.154,75.113,4,https://api.spotify.com/v1/tracks/4hjADSjvdIIW3xchE5h1eS,audio_features,spotify:track:4hjADSjvdIIW3xchE5h1eS,0.441,2018-12-24T01:50:27Z,Holdin' It Down for the Underground,A Day To Remember
0.000661,https://api.spotify.com/v1/audio-analysis/6G63WB5OC8ACwEEOizHhnV,0.431,87520,0.886,6G63WB5OC8ACwEEOizHhnV,0.0,8,0.249,-4.621,1,0.17,159.839,4,https://api.spotify.com/v1/tracks/6G63WB5OC8ACwEEOizHhnV,audio_features,spotify:track:6G63WB5OC8ACwEEOizHhnV,0.564,2018-12-24T01:50:27Z,You Already Know What You Are,A Day To Remember
2.39e-05,https://api.spotify.com/v1/audio-analysis/7rfIaXVwpHiyUcUmsag4XN,0.443,225653,0.941,7rfIaXVwpHiyUcUmsag4XN,0.0,0,0.0965,-4.824,1,0.0649,162.999,4,https://api.spotify.com/v1/tracks/7rfIaXVwpHiyUcUmsag4XN,audio_features,spotify:track:7rfIaXVwpHiyUcUmsag4XN,0.644,2018-12-24T01:50:27Z,Another Song About the Weekend,A Day To Remember
0.112,https://api.spotify.com/v1/audio-analysis/6J7cSyvSCnPwv3vqHchEfL,0.584,243227,0.536,6J7cSyvSCnPwv3vqHchEfL,0.0,10,0.456,-8.158,1,0.0279,126.996,4,https://api.spotify.com/v1/tracks/6J7cSyvSCnPwv3vqHchEfL,audio_features,spotify:track:6J7cSyvSCnPwv3vqHchEfL,0.44,2018-12-24T01:50:27Z,If It Means a Lot to You,A Day To Remember
4.71e-05,https://api.spotify.com/v1/audio-analysis/3Z1TXmTCI3nqXnOi7MRclW,0.465,196653,0.98,3Z1TXmTCI3nqXnOi7MRclW,0.0,10,0.309,-3.709,0,0.167,140.026,4,https://api.spotify.com/v1/tracks/3Z1TXmTCI3nqXnOi7MRclW,audio_features,spotify:track:3Z1TXmTCI3nqXnOi7MRclW,0.145,2018-12-24T01:50:20Z,Sticks & Bricks,A Day To Remember
2.53e-05,https://api.spotify.com/v1/audio-analysis/3imITUqEhkebNbOoS1yrWm,0.342,202640,0.981,3imITUqEhkebNbOoS1yrWm,0.0,2,0.343,-3.228,0,0.14,160.083,4,https://api.spotify.com/v1/tracks/3imITUqEhkebNbOoS1yrWm,audio_features,spotify:track:3imITUqEhkebNbOoS1yrWm,0.207,2018-12-24T01:50:20Z,All I Want,A Day To Remember
0.000204,https://api.spotify.com/v1/audio-analysis/069deq5woglvUnWok4MqTe,0.199,177240,0.935,069deq5woglvUnWok4MqTe,0.0,1,0.0628,-3.471,1,0.157,195.012,4,https://api.spotify.com/v1/tracks/069deq5woglvUnWok4MqTe,audio_features,spotify:track:069deq5woglvUnWok4MqTe,0.637,2018-12-24T01:50:20Z,It's Complicated,A Day To Remember
0.000263,https://api.spotify.com/v1/audio-analysis/15qf0H31MChhqKr2zvejla,0.42,197200,0.983,15qf0H31MChhqKr2zvejla,0.0,10,0.114,-3.437,1,0.113,149.958,4,https://api.spotify.com/v1/tracks/15qf0H31MChhqKr2zvejla,audio_features,spotify:track:15qf0H31MChhqKr2zvejla,0.513,2018-12-24T01:50:20Z,All Signs Point to Lauderdale,A Day To Remember
0.000505,https://api.spotify.com/v1/audio-analysis/6B4tKjUOWE9NhdpxB2NVDf,0.285,210333,0.946,6B4tKjUOWE9NhdpxB2NVDf,0.0,11,0.0826,-3.874,0,0.0843,182.882,3,https://api.spotify.com/v1/tracks/6B4tKjUOWE9NhdpxB2NVDf,audio_features,spotify:track:6B4tKjUOWE9NhdpxB2NVDf,0.2,2018-12-24T01:50:20Z,This Is the House That Doubt Built,A Day To Remember
0.000133,https://api.spotify.com/v1/audio-analysis/6UZ8PjuMPQI6i7NOImb2mA,0.501,147627,0.989,6UZ8PjuMPQI6i7NOImb2mA,1.6e-06,7,0.57,-4.369,1,0.173,140.029,4,https://api.spotify.com/v1/tracks/6UZ8PjuMPQI6i7NOImb2mA,audio_features,spotify:track:6UZ8PjuMPQI6i7NOImb2mA,0.162,2018-12-24T01:50:20Z,2nd Sucks,A Day To Remember
9.33e-05,https://api.spotify.com/v1/audio-analysis/5TtOrriDfiamVEKrls2GIT,0.379,206360,0.965,5TtOrriDfiamVEKrls2GIT,0.0,4,0.371,-3.442,1,0.0975,160.057,4,https://api.spotify.com/v1/tracks/5TtOrriDfiamVEKrls2GIT,audio_features,spotify:track:5TtOrriDfiamVEKrls2GIT,0.565,2018-12-24T01:50:20Z,Better Off This Way,A Day To Remember
7.76e-05,https://api.spotify.com/v1/audio-analysis/6KEnGwmF5rAgP9NyZqcYPj,0.471,227893,0.988,6KEnGwmF5rAgP9NyZqcYPj,0.0,7,0.302,-3.575,1,0.14,138.051,4,https://api.spotify.com/v1/tracks/6KEnGwmF5rAgP9NyZqcYPj,audio_features,spotify:track:6KEnGwmF5rAgP9NyZqcYPj,0.282,2018-12-24T01:50:20Z,"You Be Tails, I'll Be Sonic",A Day To Remember
3.52e-05,https://api.spotify.com/v1/audio-analysis/6cXx0xrCrTNzFZIHTxpinC,0.405,206533,0.976,6cXx0xrCrTNzFZIHTxpinC,0.0,0,0.271,-3.36,1,0.0874,160.115,4,https://api.spotify.com/v1/tracks/6cXx0xrCrTNzFZIHTxpinC,audio_features,spotify:track:6cXx0xrCrTNzFZIHTxpinC,0.346,2018-12-24T01:50:20Z,Out of Time,A Day To Remember
0.000122,https://api.spotify.com/v1/audio-analysis/73CczWVa3cudmlTAgOwKXv,0.409,204187,0.989,73CczWVa3cudmlTAgOwKXv,0.0,9,0.356,-4.115,1,0.143,154.986,4,https://api.spotify.com/v1/tracks/73CczWVa3cudmlTAgOwKXv,audio_features,spotify:track:73CczWVa3cudmlTAgOwKXv,0.228,2018-12-24T01:50:20Z,If I Leave,A Day To Remember
7.69e-05,https://api.spotify.com/v1/audio-analysis/4iUFYqWo9l1BpOZAHsR7zf,0.549,213818,0.995,4iUFYqWo9l1BpOZAHsR7zf,0.0,4,0.12,-4.141,1,0.17,128.083,4,https://api.spotify.com/v1/tracks/4iUFYqWo9l1BpOZAHsR7zf,audio_features,spotify:track:4iUFYqWo9l1BpOZAHsR7zf,0.0602,2018-12-24T01:50:16Z,Bad Vibrations,A Day To Remember
4.82e-05,https://api.spotify.com/v1/audio-analysis/3HhaSocKwTptze7PySNZlW,0.409,200677,0.992,3HhaSocKwTptze7PySNZlW,2.03e-06,3,0.1,-2.803,0,0.108,149.859,4,https://api.spotify.com/v1/tracks/3HhaSocKwTptze7PySNZlW,audio_features,spotify:track:3HhaSocKwTptze7PySNZlW,0.344,2018-12-24T01:50:16Z,Paranoia,A Day To Remember
0.000124,https://api.spotify.com/v1/audio-analysis/2RgUp8wGi8bpELvHJpRDWD,0.351,199391,0.979,2RgUp8wGi8bpELvHJpRDWD,3.46e-06,0,0.255,-3.621,1,0.132,174.734,4,https://api.spotify.com/v1/tracks/2RgUp8wGi8bpELvHJpRDWD,audio_features,spotify:track:2RgUp8wGi8bpELvHJpRDWD,0.333,2018-12-24T01:50:16Z,Naivety,A Day To Remember
0.000233,https://api.spotify.com/v1/audio-analysis/4NTXBPFmZIB2KcTQ6DIVC0,0.38,218123,0.985,4NTXBPFmZIB2KcTQ6DIVC0,1.52e-05,6,0.256,-4.157,1,0.179,110.555,4,https://api.spotify.com/v1/tracks/4NTXBPFmZIB2KcTQ6DIVC0,audio_features,spotify:track:4NTXBPFmZIB2KcTQ6DIVC0,0.263,2018-12-24T01:50:16Z,Exposed,A Day To Remember
0.000148,https://api.spotify.com/v1/audio-analysis/1wxatjgEEte0f0XrP1HXAj,0.356,275550,0.954,1wxatjgEEte0f0XrP1HXAj,0.0,8,0.0521,-3.543,1,0.109,160.401,4,https://api.spotify.com/v1/tracks/1wxatjgEEte0f0XrP1HXAj,audio_features,spotify:track:1wxatjgEEte0f0XrP1HXAj,0.249,2018-12-24T01:50:16Z,Bullfight,A Day To Remember
0.00235,https://api.spotify.com/v1/audio-analysis/48vkclgG3Fmbvrln1RqtDh,0.214,237091,0.912,48vkclgG3Fmbvrln1RqtDh,0.00233,11,0.265,-5.996,0,0.108,168.111,4,https://api.spotify.com/v1/tracks/48vkclgG3Fmbvrln1RqtDh,audio_features,spotify:track:48vkclgG3Fmbvrln1RqtDh,0.0679,2018-12-24T01:50:16Z,Reassemble,A Day To Remember
0.000487,https://api.spotify.com/v1/audio-analysis/1n0kky8rXeLrPx1y0cPT2o,0.376,238020,0.894,1n0kky8rXeLrPx1y0cPT2o,0.00132,5,0.105,-5.305,0,0.0775,126.287,4,https://api.spotify.com/v1/tracks/1n0kky8rXeLrPx1y0cPT2o,audio_features,spotify:track:1n0kky8rXeLrPx1y0cPT2o,0.0433,2018-12-24T01:50:16Z,Justified,A Day To Remember
0.000308,https://api.spotify.com/v1/audio-analysis/6SRMpCmXRkpdF9fTxHUd0w,0.365,229401,0.972,6SRMpCmXRkpdF9fTxHUd0w,0.0,10,0.221,-4.461,1,0.136,135.045,4,https://api.spotify.com/v1/tracks/6SRMpCmXRkpdF9fTxHUd0w,audio_features,spotify:track:6SRMpCmXRkpdF9fTxHUd0w,0.291,2018-12-24T01:50:16Z,We Got This,A Day To Remember
0.0013,https://api.spotify.com/v1/audio-analysis/1XIps6jwikt2WSLHdPfAaM,0.379,184990,0.877,1XIps6jwikt2WSLHdPfAaM,0.000457,0,0.0666,-5.537,0,0.0909,176.195,4,https://api.spotify.com/v1/tracks/1XIps6jwikt2WSLHdPfAaM,audio_features,spotify:track:1XIps6jwikt2WSLHdPfAaM,0.39,2018-12-24T01:50:16Z,Same About You,A Day To Remember
0.000222,https://api.spotify.com/v1/audio-analysis/5Aioyy2Ar0cvuCy9wtsfiO,0.423,226165,0.961,5Aioyy2Ar0cvuCy9wtsfiO,0.0,5,0.375,-4.37,0,0.0969,154.958,4,https://api.spotify.com/v1/tracks/5Aioyy2Ar0cvuCy9wtsfiO,audio_features,spotify:track:5Aioyy2Ar0cvuCy9wtsfiO,0.317,2018-12-24T01:50:16Z,Turn Off The Radio,A Day To Remember
0.184,https://api.spotify.com/v1/audio-analysis/3mB1IHTguT3ozqtuHnSh1n,0.248,282971,0.653,3mB1IHTguT3ozqtuHnSh1n,0.000128,11,0.118,-8.018,0,0.0453,115.056,4,https://api.spotify.com/v1/tracks/3mB1IHTguT3ozqtuHnSh1n,audio_features,spotify:track:3mB1IHTguT3ozqtuHnSh1n,0.0853,2018-12-24T01:50:16Z,Forgive and Forget,A Day To Remember
6.29e-05,https://api.spotify.com/v1/audio-analysis/3TIcp0jPXDzopMjSiQv2ot,0.481,217028,0.941,3TIcp0jPXDzopMjSiQv2ot,1.83e-05,0,0.12,-4.319,1,0.051,134.895,4,https://api.spotify.com/v1/tracks/3TIcp0jPXDzopMjSiQv2ot,audio_features,spotify:track:3TIcp0jPXDzopMjSiQv2ot,0.168,2018-12-24T01:50:16Z,Negative Space,A Day To Remember
0.000178,https://api.spotify.com/v1/audio-analysis/2aisqTM9SHI9OzZrHv2scp,0.49,202243,0.927,2aisqTM9SHI9OzZrHv2scp,4.27e-05,4,0.106,-3.815,0,0.044,160.945,4,https://api.spotify.com/v1/tracks/2aisqTM9SHI9OzZrHv2scp,audio_features,spotify:track:2aisqTM9SHI9OzZrHv2scp,0.635,2018-12-24T01:50:16Z,In Florida,A Day To Remember
0.000687,https://api.spotify.com/v1/audio-analysis/0R4si8EvKFD5PgGyKJXUx5,0.446,237976,0.82,0R4si8EvKFD5PgGyKJXUx5,0.00332,6,0.111,-5.198,0,0.0483,125.072,4,https://api.spotify.com/v1/tracks/0R4si8EvKFD5PgGyKJXUx5,audio_features,spotify:track:0R4si8EvKFD5PgGyKJXUx5,0.353,2018-12-24T01:50:07Z,End of Me,A Day To Remember
0.00228,https://api.spotify.com/v1/audio-analysis/3r0BQ5d8TOS8SPsA32M2pb,0.441,209225,0.986,3r0BQ5d8TOS8SPsA32M2pb,0.0,3,0.418,-3.059,1,0.0863,136.019,4,https://api.spotify.com/v1/tracks/3r0BQ5d8TOS8SPsA32M2pb,audio_features,spotify:track:3r0BQ5d8TOS8SPsA32M2pb,0.515,2018-12-24T01:50:07Z,City of Ocala,A Day To Remember
0.000126,https://api.spotify.com/v1/audio-analysis/3hZVFVByKea36JhkVaKG59,0.288,200036,0.991,3hZVFVByKea36JhkVaKG59,3.77e-06,3,0.0902,-3.976,1,0.312,169.607,4,https://api.spotify.com/v1/tracks/3hZVFVByKea36JhkVaKG59,audio_features,spotify:track:3hZVFVByKea36JhkVaKG59,0.353,2018-12-24T01:50:07Z,Right Back At It Again,A Day To Remember
0.00131,https://api.spotify.com/v1/audio-analysis/6ZjvObA6zPCLnKvI0XYdcf,0.194,274034,0.978,6ZjvObA6zPCLnKvI0XYdcf,0.0,0,0.369,-4.802,0,0.227,157.981,4,https://api.spotify.com/v1/tracks/6ZjvObA6zPCLnKvI0XYdcf,audio_features,spotify:track:6ZjvObA6zPCLnKvI0XYdcf,0.0858,2018-12-24T01:50:07Z,"Sometimes You're the Hammer, Sometimes You're the Nail",A Day To Remember
0.000264,https://api.spotify.com/v1/audio-analysis/1VD7hVLxdDKLLwxUrb7Pnk,0.357,193120,0.97,1VD7hVLxdDKLLwxUrb7Pnk,8.5e-06,11,0.189,-4.253,0,0.214,195.032,4,https://api.spotify.com/v1/tracks/1VD7hVLxdDKLLwxUrb7Pnk,audio_features,spotify:track:1VD7hVLxdDKLLwxUrb7Pnk,0.208,2018-12-24T01:50:07Z,Dead & Buried,A Day To Remember
0.00123,https://api.spotify.com/v1/audio-analysis/10j4RuFfe9XnCQS9020wjb,0.439,207778,0.968,10j4RuFfe9XnCQS9020wjb,0.0,6,0.242,-3.21,0,0.159,160.055,4,https://api.spotify.com/v1/tracks/10j4RuFfe9XnCQS9020wjb,audio_features,spotify:track:10j4RuFfe9XnCQS9020wjb,0.655,2018-12-24T01:50:07Z,Best of Me,A Day To Remember
0.431,https://api.spotify.com/v1/audio-analysis/1mNBhnobA5GbRwS3Q4yvmp,0.513,244115,0.476,1mNBhnobA5GbRwS3Q4yvmp,0.0,5,0.0899,-7.54,1,0.0259,107.559,4,https://api.spotify.com/v1/tracks/1mNBhnobA5GbRwS3Q4yvmp,audio_features,spotify:track:1mNBhnobA5GbRwS3Q4yvmp,0.274,2018-12-24T01:50:07Z,I'm Already Gone,A Day To Remember
4.88e-05,https://api.spotify.com/v1/audio-analysis/3BHN0XXiptupmFhgIbinvo,0.174,241652,0.993,3BHN0XXiptupmFhgIbinvo,0.000121,10,0.11,-3.623,0,0.143,165.007,4,https://api.spotify.com/v1/tracks/3BHN0XXiptupmFhgIbinvo,audio_features,spotify:track:3BHN0XXiptupmFhgIbinvo,0.195,2018-12-24T01:50:07Z,Violence (Enough Is Enough),A Day To Remember
4.63e-05,https://api.spotify.com/v1/audio-analysis/4pIfeu5uWQMJQ8PfDffLq1,0.443,202521,0.985,4pIfeu5uWQMJQ8PfDffLq1,0.0,4,0.378,-4.001,1,0.124,143.97,4,https://api.spotify.com/v1/tracks/4pIfeu5uWQMJQ8PfDffLq1,audio_features,spotify:track:4pIfeu5uWQMJQ8PfDffLq1,0.429,2018-12-24T01:50:07Z,Life @ 11,A Day To Remember
0.00101,https://api.spotify.com/v1/audio-analysis/0id0XZH1bkReywzMkzrrpa,0.52,214184,0.88,0id0XZH1bkReywzMkzrrpa,0.0,5,0.133,-4.506,1,0.0514,126.97,4,https://api.spotify.com/v1/tracks/0id0XZH1bkReywzMkzrrpa,audio_features,spotify:track:0id0XZH1bkReywzMkzrrpa,0.604,2018-12-24T01:50:07Z,I Surrender,A Day To Remember
0.000118,https://api.spotify.com/v1/audio-analysis/2NxMloHY3rdZCUGuYjGV5d,0.3,137185,0.987,2NxMloHY3rdZCUGuYjGV5d,1.49e-05,0,0.331,-5.681,0,0.238,129.051,4,https://api.spotify.com/v1/tracks/2NxMloHY3rdZCUGuYjGV5d,audio_features,spotify:track:2NxMloHY3rdZCUGuYjGV5d,0.137,2018-12-24T01:50:07Z,Life Lessons Learned the Hard Way,A Day To Remember
0.000123,https://api.spotify.com/v1/audio-analysis/7oMwun7Y8xOxiARFoAyKm7,0.367,283818,0.986,7oMwun7Y8xOxiARFoAyKm7,0.0,5,0.946,-4.504,0,0.284,155.058,4,https://api.spotify.com/v1/tracks/7oMwun7Y8xOxiARFoAyKm7,audio_features,spotify:track:7oMwun7Y8xOxiARFoAyKm7,0.0697,2018-12-24T01:50:07Z,The Document Speaks for Itself,A Day To Remember
0.171,https://api.spotify.com/v1/audio-analysis/5ziJ9OSgTYcsCcN5CeXYWi,0.488,544925,0.326,5ziJ9OSgTYcsCcN5CeXYWi,0.0,0,0.0969,-8.951,1,0.375,137.995,4,https://api.spotify.com/v1/tracks/5ziJ9OSgTYcsCcN5CeXYWi,audio_features,spotify:track:5ziJ9OSgTYcsCcN5CeXYWi,0.537,2018-12-24T01:50:07Z,I Remember,A Day To Remember
