acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists
0.00112,https://api.spotify.com/v1/audio-analysis/0C3iCHNwjLAsvh905ChNZ8,0.109,326542,0.578,0C3iCHNwjLAsvh905ChNZ8,0.685,7,0.719,-10.73,1,0.0355,165.498,3,https://api.spotify.com/v1/tracks/0C3iCHNwjLAsvh905ChNZ8,audio_features,spotify:track:0C3iCHNwjLAsvh905ChNZ8,0.246,2019-04-24T17:32:07Z,Comanche Moon - Live From Spotify SXSW 2017,The Black Angels
0.151,https://api.spotify.com/v1/audio-analysis/5zkLEeNpJzyXW2CIdUWfKY,0.213,166720,0.185,5zkLEeNpJzyXW2CIdUWfKY,0.0,7,0.0753,-9.263,1,0.0319,84.508,4,https://api.spotify.com/v1/tracks/5zkLEeNpJzyXW2CIdUWfKY,audio_features,spotify:track:5zkLEeNpJzyXW2CIdUWfKY,0.317,2019-04-24T17:31:22Z,Intern,Angel Olsen
0.196,https://api.spotify.com/v1/audio-analysis/4ZgRu1DdjHZXrqwKA1YlSr,0.527,221400,0.622,4ZgRu1DdjHZXrqwKA1YlSr,1.32e-06,4,0.309,-7.113,1,0.0339,118.496,4,https://api.spotify.com/v1/tracks/4ZgRu1DdjHZXrqwKA1YlSr,audio_features,spotify:track:4ZgRu1DdjHZXrqwKA1YlSr,0.506,2019-04-24T17:31:22Z,Never Be Mine,Angel Olsen
0.0552,https://api.spotify.com/v1/audio-analysis/5uZLsGY9fknBd5Rxr7AIss,0.373,202200,0.63,5uZLsGY9fknBd5Rxr7AIss,0.0,7,0.107,-5.131,1,0.0461,115.942,4,https://api.spotify.com/v1/tracks/5uZLsGY9fknBd5Rxr7AIss,audio_features,spotify:track:5uZLsGY9fknBd5Rxr7AIss,0.352,2019-04-24T17:31:22Z,Shut Up Kiss Me,Angel Olsen
0.00221,https://api.spotify.com/v1/audio-analysis/6zG8ExGPrrmbuli65cZFJG,0.483,176227,0.619,6zG8ExGPrrmbuli65cZFJG,1.31e-06,4,0.0943,-6.651,1,0.0331,121.223,4,https://api.spotify.com/v1/tracks/6zG8ExGPrrmbuli65cZFJG,audio_features,spotify:track:6zG8ExGPrrmbuli65cZFJG,0.467,2019-04-24T17:31:22Z,Give It Up,Angel Olsen
0.0206,https://api.spotify.com/v1/audio-analysis/5ZKrkM0YMYPfTvs2STP76I,0.406,297160,0.719,5ZKrkM0YMYPfTvs2STP76I,0.000126,9,0.0949,-5.473,0,0.03,121.657,4,https://api.spotify.com/v1/tracks/5ZKrkM0YMYPfTvs2STP76I,audio_features,spotify:track:5ZKrkM0YMYPfTvs2STP76I,0.336,2019-04-24T17:31:22Z,Not Gonna Kill You,Angel Olsen
0.359,https://api.spotify.com/v1/audio-analysis/6VF5xT5lR24b76KGg4vikC,0.448,332907,0.435,6VF5xT5lR24b76KGg4vikC,0.00322,9,0.126,-9.049,1,0.0306,134.802,4,https://api.spotify.com/v1/tracks/6VF5xT5lR24b76KGg4vikC,audio_features,spotify:track:6VF5xT5lR24b76KGg4vikC,0.606,2019-04-24T17:31:22Z,Heart Shaped Face,Angel Olsen
0.078,https://api.spotify.com/v1/audio-analysis/3fgfNyhoOpmMmQURO5Ou0D,0.342,465973,0.447,3fgfNyhoOpmMmQURO5Ou0D,0.00399,2,0.14,-9.004,1,0.0255,101.331,4,https://api.spotify.com/v1/tracks/3fgfNyhoOpmMmQURO5Ou0D,audio_features,spotify:track:3fgfNyhoOpmMmQURO5Ou0D,0.281,2019-04-24T17:31:22Z,Sister,Angel Olsen
0.655,https://api.spotify.com/v1/audio-analysis/5l9xuuB3FyPOTBsyCWwt3V,0.388,259507,0.332,5l9xuuB3FyPOTBsyCWwt3V,0.00242,2,0.0795,-11.996,1,0.0323,142.25,4,https://api.spotify.com/v1/tracks/5l9xuuB3FyPOTBsyCWwt3V,audio_features,spotify:track:5l9xuuB3FyPOTBsyCWwt3V,0.259,2019-04-24T17:31:22Z,Those Were the Days,Angel Olsen
0.386,https://api.spotify.com/v1/audio-analysis/75BaaPgs0joMLIyltpA8Cl,0.298,457013,0.337,75BaaPgs0joMLIyltpA8Cl,0.000741,0,0.113,-10.574,1,0.0302,126.243,4,https://api.spotify.com/v1/tracks/75BaaPgs0joMLIyltpA8Cl,audio_features,spotify:track:75BaaPgs0joMLIyltpA8Cl,0.0819,2019-04-24T17:31:22Z,Woman,Angel Olsen
0.933,https://api.spotify.com/v1/audio-analysis/0bD1RgTZYVdLkK6AzwBJkB,0.384,281320,0.147,0bD1RgTZYVdLkK6AzwBJkB,0.000106,0,0.11,-10.497,1,0.0293,105.724,4,https://api.spotify.com/v1/tracks/0bD1RgTZYVdLkK6AzwBJkB,audio_features,spotify:track:0bD1RgTZYVdLkK6AzwBJkB,0.0884,2019-04-24T17:31:22Z,Pops,Angel Olsen
0.476,https://api.spotify.com/v1/audio-analysis/2AMaRIx47XtZr57FZFIBzX,0.327,441347,0.429,2AMaRIx47XtZr57FZFIBzX,0.02,4,0.119,-10.005,1,0.0275,93.116,4,https://api.spotify.com/v1/tracks/2AMaRIx47XtZr57FZFIBzX,audio_features,spotify:track:2AMaRIx47XtZr57FZFIBzX,0.187,2019-04-24T17:31:18Z,Special,Angel Olsen
0.591,https://api.spotify.com/v1/audio-analysis/7EsrZZUKteLzOnKNfC9NCG,0.315,179320,0.222,7EsrZZUKteLzOnKNfC9NCG,0.0,10,0.116,-12.018,1,0.0369,156.54,3,https://api.spotify.com/v1/tracks/7EsrZZUKteLzOnKNfC9NCG,audio_features,spotify:track:7EsrZZUKteLzOnKNfC9NCG,0.226,2019-04-24T17:31:18Z,All Right Now,Angel Olsen
0.988,https://api.spotify.com/v1/audio-analysis/2x0dglxTnv6GyM17bDNkoL,0.498,154213,0.122,2x0dglxTnv6GyM17bDNkoL,0.000486,6,0.106,-13.201,1,0.046,112.927,4,https://api.spotify.com/v1/tracks/2x0dglxTnv6GyM17bDNkoL,audio_features,spotify:track:2x0dglxTnv6GyM17bDNkoL,0.394,2019-04-24T17:31:18Z,Sans,Angel Olsen
0.681,https://api.spotify.com/v1/audio-analysis/6mMxQLicgNPFxCPxT96fQf,0.335,191875,0.78,6mMxQLicgNPFxCPxT96fQf,0.000889,5,0.188,-2.826,0,0.042,114.697,4,https://api.spotify.com/v1/tracks/6mMxQLicgNPFxCPxT96fQf,audio_features,spotify:track:6mMxQLicgNPFxCPxT96fQf,0.303,2019-04-24T17:31:18Z,Sweet Dreams,Angel Olsen
0.764,https://api.spotify.com/v1/audio-analysis/5KV3yD0VIwI6btDUUW5Zdr,0.55,230000,0.192,5KV3yD0VIwI6btDUUW5Zdr,0.0,9,0.141,-13.329,1,0.059,116.296,4,https://api.spotify.com/v1/tracks/5KV3yD0VIwI6btDUUW5Zdr,audio_features,spotify:track:5KV3yD0VIwI6btDUUW5Zdr,0.313,2019-04-24T17:31:18Z,California,Angel Olsen
0.918,https://api.spotify.com/v1/audio-analysis/5nEx9nkI9XY8KyH6oxBb4O,0.284,211240,0.102,5nEx9nkI9XY8KyH6oxBb4O,0.00457,9,0.1,-13.371,1,0.0391,82.264,4,https://api.spotify.com/v1/tracks/5nEx9nkI9XY8KyH6oxBb4O,audio_features,spotify:track:5nEx9nkI9XY8KyH6oxBb4O,0.0685,2019-04-24T17:31:18Z,Tougher Than the Rest,Angel Olsen
0.94,https://api.spotify.com/v1/audio-analysis/0jGLDhS0hxxMjpM4ZOGL6v,0.64,114013,0.235,0jGLDhS0hxxMjpM4ZOGL6v,0.000341,10,0.0954,-9.653,1,0.0421,111.802,4,https://api.spotify.com/v1/tracks/0jGLDhS0hxxMjpM4ZOGL6v,audio_features,spotify:track:0jGLDhS0hxxMjpM4ZOGL6v,0.511,2019-04-24T17:31:18Z,For You,Angel Olsen
0.935,https://api.spotify.com/v1/audio-analysis/0wmTvbol2njxkjIwXOWhUy,0.5,163307,0.0223,0wmTvbol2njxkjIwXOWhUy,0.0,0,0.349,-23.633,1,0.0794,179.441,4,https://api.spotify.com/v1/tracks/0wmTvbol2njxkjIwXOWhUy,audio_features,spotify:track:0wmTvbol2njxkjIwXOWhUy,0.419,2019-04-24T17:31:18Z,How Many Disasters,Angel Olsen
0.957,https://api.spotify.com/v1/audio-analysis/2jnLIwfmLEvq5CzCKW9g9f,0.446,159013,0.033,2jnLIwfmLEvq5CzCKW9g9f,0.0,9,0.107,-15.737,1,0.0415,77.593,4,https://api.spotify.com/v1/tracks/2jnLIwfmLEvq5CzCKW9g9f,audio_features,spotify:track:2jnLIwfmLEvq5CzCKW9g9f,0.218,2019-04-24T17:31:18Z,May as Well,Angel Olsen
0.956,https://api.spotify.com/v1/audio-analysis/2A8ea7nrWUOnJf6BkkFXgo,0.39,124387,0.0955,2A8ea7nrWUOnJf6BkkFXgo,0.0,9,0.114,-15.697,1,0.0792,82.31,4,https://api.spotify.com/v1/tracks/2A8ea7nrWUOnJf6BkkFXgo,audio_features,spotify:track:2A8ea7nrWUOnJf6BkkFXgo,0.121,2019-04-24T17:31:18Z,Endless Road,Angel Olsen
0.109,https://api.spotify.com/v1/audio-analysis/7baqevYFvsevqje1Pdmjcy,0.415,218320,0.397,7baqevYFvsevqje1Pdmjcy,9.6e-05,5,0.106,-6.284,1,0.0262,61.42,4,https://api.spotify.com/v1/tracks/7baqevYFvsevqje1Pdmjcy,audio_features,spotify:track:7baqevYFvsevqje1Pdmjcy,0.366,2019-04-24T17:31:18Z,Fly On Your Wall,Angel Olsen
0.923,https://api.spotify.com/v1/audio-analysis/7qoeVNQHDELc33RNrdAC3W,0.326,155200,0.176,7qoeVNQHDELc33RNrdAC3W,0.00378,5,0.116,-12.921,1,0.0461,175.869,3,https://api.spotify.com/v1/tracks/7qoeVNQHDELc33RNrdAC3W,audio_features,spotify:track:7qoeVNQHDELc33RNrdAC3W,0.119,2019-04-24T17:31:18Z,Only With You,Angel Olsen
0.0024,https://api.spotify.com/v1/audio-analysis/0ZNnVYR8w9fBH2y0LmPfJT,0.179,353947,0.946,0ZNnVYR8w9fBH2y0LmPfJT,0.164,7,0.265,-6.823,0,0.157,139.225,4,https://api.spotify.com/v1/tracks/0ZNnVYR8w9fBH2y0LmPfJT,audio_features,spotify:track:0ZNnVYR8w9fBH2y0LmPfJT,0.211,2019-04-24T17:30:39Z,Out There,Dinosaur Jr.
0.00411,https://api.spotify.com/v1/audio-analysis/7yThIhNzpgDBIGoL2y1y6u,0.373,340187,0.755,7yThIhNzpgDBIGoL2y1y6u,0.000799,2,0.0635,-7.574,1,0.103,111.813,4,https://api.spotify.com/v1/tracks/7yThIhNzpgDBIGoL2y1y6u,audio_features,spotify:track:7yThIhNzpgDBIGoL2y1y6u,0.57,2019-04-24T17:30:39Z,Start Choppin',Dinosaur Jr.
0.00582,https://api.spotify.com/v1/audio-analysis/6U6TryeDst2Jjpbxt4KWuA,0.227,309920,0.716,6U6TryeDst2Jjpbxt4KWuA,8.01e-05,0,0.117,-8.719,1,0.0529,99.251,4,https://api.spotify.com/v1/tracks/6U6TryeDst2Jjpbxt4KWuA,audio_features,spotify:track:6U6TryeDst2Jjpbxt4KWuA,0.189,2019-04-24T17:30:39Z,What Else Is New?,Dinosaur Jr.
6.06e-05,https://api.spotify.com/v1/audio-analysis/3ofqgAgXi0SRd8dHQyP6xe,0.268,210493,0.904,3ofqgAgXi0SRd8dHQyP6xe,0.035,1,0.0498,-6.572,0,0.0715,96.192,4,https://api.spotify.com/v1/tracks/3ofqgAgXi0SRd8dHQyP6xe,audio_features,spotify:track:3ofqgAgXi0SRd8dHQyP6xe,0.281,2019-04-24T17:30:39Z,On the Way,Dinosaur Jr.
0.616,https://api.spotify.com/v1/audio-analysis/68V3O6AKY5uqr9HM2NFOBS,0.304,362000,0.332,68V3O6AKY5uqr9HM2NFOBS,0.114,3,0.113,-14.416,1,0.0299,108.229,4,https://api.spotify.com/v1/tracks/68V3O6AKY5uqr9HM2NFOBS,audio_features,spotify:track:68V3O6AKY5uqr9HM2NFOBS,0.267,2019-04-24T17:30:39Z,Not the Same,Dinosaur Jr.
0.00278,https://api.spotify.com/v1/audio-analysis/6jPbUG2g04beOS8IqLYbdo,0.204,351933,0.822,6jPbUG2g04beOS8IqLYbdo,0.00106,0,0.189,-4.818,1,0.0518,143.1,4,https://api.spotify.com/v1/tracks/6jPbUG2g04beOS8IqLYbdo,audio_features,spotify:track:6jPbUG2g04beOS8IqLYbdo,0.331,2019-04-24T17:30:39Z,Get Me,Dinosaur Jr.
0.000106,https://api.spotify.com/v1/audio-analysis/51tj8RRuqGkdCvi5zkPiDn,0.328,291240,0.857,51tj8RRuqGkdCvi5zkPiDn,0.00027,7,0.326,-6.531,1,0.0746,138.383,4,https://api.spotify.com/v1/tracks/51tj8RRuqGkdCvi5zkPiDn,audio_features,spotify:track:51tj8RRuqGkdCvi5zkPiDn,0.308,2019-04-24T17:30:39Z,Drawerings,Dinosaur Jr.
2.88e-05,https://api.spotify.com/v1/audio-analysis/4PittFeigm901ki8cHCsOg,0.237,253547,0.934,4PittFeigm901ki8cHCsOg,0.000947,0,0.0794,-6.252,1,0.0868,94.721,4,https://api.spotify.com/v1/tracks/4PittFeigm901ki8cHCsOg,audio_features,spotify:track:4PittFeigm901ki8cHCsOg,0.291,2019-04-24T17:30:39Z,Hide,Dinosaur Jr.
0.00241,https://api.spotify.com/v1/audio-analysis/5hiOrulxtOPBELccvQjjK1,0.516,258947,0.697,5hiOrulxtOPBELccvQjjK1,0.13,0,0.174,-8.877,1,0.0338,139.191,4,https://api.spotify.com/v1/tracks/5hiOrulxtOPBELccvQjjK1,audio_features,spotify:track:5hiOrulxtOPBELccvQjjK1,0.498,2019-04-24T17:30:39Z,Goin' Home,Dinosaur Jr.
0.00025,https://api.spotify.com/v1/audio-analysis/0it9GGnYK91FqIX14byKQP,0.27,149600,0.908,0it9GGnYK91FqIX14byKQP,3.4e-05,9,0.142,-4.936,1,0.0809,98.027,4,https://api.spotify.com/v1/tracks/0it9GGnYK91FqIX14byKQP,audio_features,spotify:track:0it9GGnYK91FqIX14byKQP,0.478,2019-04-24T17:30:39Z,I Ain't Sayin',Dinosaur Jr.
0.0598,https://api.spotify.com/v1/audio-analysis/2ELM3h9xMrWvxy1S9HQoBD,0.166,170960,0.969,2ELM3h9xMrWvxy1S9HQoBD,0.0197,0,0.947,-5.324,1,0.0965,164.234,4,https://api.spotify.com/v1/tracks/2ELM3h9xMrWvxy1S9HQoBD,audio_features,spotify:track:2ELM3h9xMrWvxy1S9HQoBD,0.312,2019-04-24T17:30:27Z,Kracked,Dinosaur Jr.
0.019,https://api.spotify.com/v1/audio-analysis/1vWsPIcjRRCIHE5jumNy4o,0.13,317040,0.961,1vWsPIcjRRCIHE5jumNy4o,0.0445,9,0.207,-3.582,1,0.0618,166.605,4,https://api.spotify.com/v1/tracks/1vWsPIcjRRCIHE5jumNy4o,audio_features,spotify:track:1vWsPIcjRRCIHE5jumNy4o,0.573,2019-04-24T17:30:27Z,Sludgefeast,Dinosaur Jr.
0.00136,https://api.spotify.com/v1/audio-analysis/66zOYmKJcJkvOiomu8pHCH,0.122,231307,0.996,66zOYmKJcJkvOiomu8pHCH,0.363,0,0.204,-3.929,1,0.156,177.868,4,https://api.spotify.com/v1/tracks/66zOYmKJcJkvOiomu8pHCH,audio_features,spotify:track:66zOYmKJcJkvOiomu8pHCH,0.181,2019-04-24T17:30:27Z,The Lung,Dinosaur Jr.
0.00598,https://api.spotify.com/v1/audio-analysis/65kHpkaPJYrw1rNJxaDZVL,0.111,230600,0.982,65kHpkaPJYrw1rNJxaDZVL,0.413,7,0.344,-3.459,1,0.0899,166.854,4,https://api.spotify.com/v1/tracks/65kHpkaPJYrw1rNJxaDZVL,audio_features,spotify:track:65kHpkaPJYrw1rNJxaDZVL,0.145,2019-04-24T17:30:27Z,Raisans,Dinosaur Jr.
0.000832,https://api.spotify.com/v1/audio-analysis/5aLbtMsedp9Yzy9fGoO3L4,0.317,208667,0.941,5aLbtMsedp9Yzy9fGoO3L4,0.000593,2,0.1,-5.632,1,0.073,157.979,4,https://api.spotify.com/v1/tracks/5aLbtMsedp9Yzy9fGoO3L4,audio_features,spotify:track:5aLbtMsedp9Yzy9fGoO3L4,0.618,2019-04-24T17:30:27Z,In A Jar,Dinosaur Jr.
0.00166,https://api.spotify.com/v1/audio-analysis/2slaESmrgHXDjIdL7arr3n,0.0922,191067,0.98,2slaESmrgHXDjIdL7arr3n,0.144,11,0.308,-3.022,0,0.153,170.088,4,https://api.spotify.com/v1/tracks/2slaESmrgHXDjIdL7arr3n,audio_features,spotify:track:2slaESmrgHXDjIdL7arr3n,0.249,2019-04-24T17:30:27Z,Lose,Dinosaur Jr.
0.981,https://api.spotify.com/v1/audio-analysis/7IGmVkJjG9FZ7xkwkB9VtR,0.355,343600,0.232,7IGmVkJjG9FZ7xkwkB9VtR,0.564,1,0.104,-17.997,1,0.0481,120.074,4,https://api.spotify.com/v1/tracks/7IGmVkJjG9FZ7xkwkB9VtR,audio_features,spotify:track:7IGmVkJjG9FZ7xkwkB9VtR,0.154,2019-04-24T17:30:27Z,Poledo,Dinosaur Jr.
0.103,https://api.spotify.com/v1/audio-analysis/2taiFEr466TWMGPZN719m5,0.227,173560,0.962,2taiFEr466TWMGPZN719m5,0.0289,7,0.24,-4.963,1,0.0991,161.112,4,https://api.spotify.com/v1/tracks/2taiFEr466TWMGPZN719m5,audio_features,spotify:track:2taiFEr466TWMGPZN719m5,0.518,2019-04-24T17:30:27Z,Just Like Heaven,Dinosaur Jr.
0.069,https://api.spotify.com/v1/audio-analysis/7vrwS8Z8JOET8eVpSbAKHM,0.211,186893,0.951,7vrwS8Z8JOET8eVpSbAKHM,0.0292,6,0.262,-4.169,0,0.0973,128.374,4,https://api.spotify.com/v1/tracks/7vrwS8Z8JOET8eVpSbAKHM,audio_features,spotify:track:7vrwS8Z8JOET8eVpSbAKHM,0.396,2019-04-24T17:30:27Z,Little Fury Things,Dinosaur Jr.
0.000338,https://api.spotify.com/v1/audio-analysis/7JIPQ4Z2Ce2SNv0VDv8Wb4,0.171,276133,0.871,7JIPQ4Z2Ce2SNv0VDv8Wb4,0.071,0,0.0766,-3.131,1,0.0745,123.054,3,https://api.spotify.com/v1/tracks/7JIPQ4Z2Ce2SNv0VDv8Wb4,audio_features,spotify:track:7JIPQ4Z2Ce2SNv0VDv8Wb4,0.419,2019-04-24T17:30:27Z,Tarpit,Dinosaur Jr.
0.088,https://api.spotify.com/v1/audio-analysis/1L1dsoVRsZ6Q2VvooGezS0,0.708,211600,0.753,1L1dsoVRsZ6Q2VvooGezS0,3.99e-05,5,0.143,-6.233,1,0.0444,134.887,4,https://api.spotify.com/v1/tracks/1L1dsoVRsZ6Q2VvooGezS0,audio_features,spotify:track:1L1dsoVRsZ6Q2VvooGezS0,0.944,2019-04-24T17:16:51Z,"Guitarras, Violinos E Instrumentos De Samba",Hyldon
0.29,https://api.spotify.com/v1/audio-analysis/4QemBUKXxKZ83u0xjiwncf,0.548,291093,0.536,4QemBUKXxKZ83u0xjiwncf,0.000859,7,0.157,-8.717,1,0.0258,98.144,4,https://api.spotify.com/v1/tracks/4QemBUKXxKZ83u0xjiwncf,audio_features,spotify:track:4QemBUKXxKZ83u0xjiwncf,0.231,2019-04-24T17:16:51Z,Na Sombra De Uma Árvore,Hyldon
0.111,https://api.spotify.com/v1/audio-analysis/11NoTIQM0otxh9AhgD1oXQ,0.559,216400,0.533,11NoTIQM0otxh9AhgD1oXQ,0.0,7,0.309,-8.03,1,0.144,150.653,4,https://api.spotify.com/v1/tracks/11NoTIQM0otxh9AhgD1oXQ,audio_features,spotify:track:11NoTIQM0otxh9AhgD1oXQ,0.605,2019-04-24T17:16:51Z,Vamos Passear De Bicicleta?,Hyldon
0.144,https://api.spotify.com/v1/audio-analysis/6lVjAHufaeDHtvpcUTNHK4,0.484,260333,0.654,6lVjAHufaeDHtvpcUTNHK4,5.23e-06,7,0.11,-6.951,1,0.036,154.464,4,https://api.spotify.com/v1/tracks/6lVjAHufaeDHtvpcUTNHK4,audio_features,spotify:track:6lVjAHufaeDHtvpcUTNHK4,0.442,2019-04-24T17:16:51Z,Acontecimento,Hyldon
0.64,https://api.spotify.com/v1/audio-analysis/5TiIB8ui5eLXEQymq3gNmG,0.364,185440,0.392,5TiIB8ui5eLXEQymq3gNmG,0.00154,9,0.0859,-10.325,1,0.0296,111.881,4,https://api.spotify.com/v1/tracks/5TiIB8ui5eLXEQymq3gNmG,audio_features,spotify:track:5TiIB8ui5eLXEQymq3gNmG,0.287,2019-04-24T17:16:51Z,Vida Engraçada,Hyldon
0.144,https://api.spotify.com/v1/audio-analysis/4xEGSa620u9xuNnLNM6y8Y,0.482,222893,0.513,4xEGSa620u9xuNnLNM6y8Y,7.91e-06,2,0.112,-7.926,1,0.055,136.316,4,https://api.spotify.com/v1/tracks/4xEGSa620u9xuNnLNM6y8Y,audio_features,spotify:track:4xEGSa620u9xuNnLNM6y8Y,0.508,2019-04-24T17:16:51Z,As Dores Do Mundo,Hyldon
0.253,https://api.spotify.com/v1/audio-analysis/7cyOSDRn0KBZ3s1UxSWFyg,0.622,209267,0.611,7cyOSDRn0KBZ3s1UxSWFyg,0.0,8,0.629,-7.167,1,0.111,129.546,4,https://api.spotify.com/v1/tracks/7cyOSDRn0KBZ3s1UxSWFyg,audio_features,spotify:track:7cyOSDRn0KBZ3s1UxSWFyg,0.485,2019-04-24T17:16:51Z,"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê)",Hyldon
0.688,https://api.spotify.com/v1/audio-analysis/0GtupQKahDBgyJNjvUe6Qn,0.748,210267,0.718,0GtupQKahDBgyJNjvUe6Qn,1.83e-06,4,0.0927,-7.406,0,0.0326,109.532,4,https://api.spotify.com/v1/tracks/0GtupQKahDBgyJNjvUe6Qn,audio_features,spotify:track:0GtupQKahDBgyJNjvUe6Qn,0.78,2019-04-24T17:16:51Z,Sábado E Domingo,Hyldon
0.456,https://api.spotify.com/v1/audio-analysis/3qzZ3D6PGGJpFrq5UkQuQS,0.539,208040,0.578,3qzZ3D6PGGJpFrq5UkQuQS,0.000869,9,0.144,-7.221,1,0.0393,139.232,4,https://api.spotify.com/v1/tracks/3qzZ3D6PGGJpFrq5UkQuQS,audio_features,spotify:track:3qzZ3D6PGGJpFrq5UkQuQS,0.539,2019-04-24T17:16:51Z,Eleonora,Hyldon
0.132,https://api.spotify.com/v1/audio-analysis/1N4Dhn3aMn91qLq7zmbA8Z,0.744,180560,0.643,1N4Dhn3aMn91qLq7zmbA8Z,0.00438,0,0.109,-10.234,1,0.0423,145.466,4,https://api.spotify.com/v1/tracks/1N4Dhn3aMn91qLq7zmbA8Z,audio_features,spotify:track:1N4Dhn3aMn91qLq7zmbA8Z,0.868,2019-04-24T17:16:51Z,Balanço Do Violão,Hyldon
0.216,https://api.spotify.com/v1/audio-analysis/03qgEqfcjAR5uPjfOM0clq,0.467,211000,0.693,03qgEqfcjAR5uPjfOM0clq,0.00214,4,0.169,-7.326,0,0.0464,104.656,4,https://api.spotify.com/v1/tracks/03qgEqfcjAR5uPjfOM0clq,audio_features,spotify:track:03qgEqfcjAR5uPjfOM0clq,0.427,2019-04-24T17:16:51Z,Quando A Noite Vem,Hyldon
0.0649,https://api.spotify.com/v1/audio-analysis/6UgSLzNItLPNMJqDRES1HU,0.531,207400,0.778,6UgSLzNItLPNMJqDRES1HU,0.0,1,0.121,-6.657,1,0.106,119.021,4,https://api.spotify.com/v1/tracks/6UgSLzNItLPNMJqDRES1HU,audio_features,spotify:track:6UgSLzNItLPNMJqDRES1HU,0.709,2019-04-24T17:16:51Z,Meu Patuá,Hyldon
0.0189,https://api.spotify.com/v1/audio-analysis/4n62b6HyNTB6m8Zkx6ta1Z,0.647,225733,0.77,4n62b6HyNTB6m8Zkx6ta1Z,0.375,11,0.0548,-9.536,0,0.0443,162.985,4,https://api.spotify.com/v1/tracks/4n62b6HyNTB6m8Zkx6ta1Z,audio_features,spotify:track:4n62b6HyNTB6m8Zkx6ta1Z,0.798,2019-04-24T17:16:51Z,As Dores Do Mundo - Remix,"Hyldon,Bossacucanova,Alex Moreira,Marcelinho Da Lua,Marcio Menescal"
0.114,https://api.spotify.com/v1/audio-analysis/36a1u2pt3JVjfqk1ldaEs2,0.789,237493,0.517,36a1u2pt3JVjfqk1ldaEs2,0.0105,7,0.0938,-8.899,1,0.171,160.019,4,https://api.spotify.com/v1/tracks/36a1u2pt3JVjfqk1ldaEs2,audio_features,spotify:track:36a1u2pt3JVjfqk1ldaEs2,0.571,2019-04-24T17:16:51Z,"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Remix","Hyldon,Bossacucanova,Alex Moreira,Marcelinho Da Lua,Marcio Menescal"
0.143,https://api.spotify.com/v1/audio-analysis/1BeY3p2ePpoDOmlRh3jirM,0.474,229413,0.475,1BeY3p2ePpoDOmlRh3jirM,3.27e-05,1,0.0697,-10.794,1,0.0725,97.078,4,https://api.spotify.com/v1/tracks/1BeY3p2ePpoDOmlRh3jirM,audio_features,spotify:track:1BeY3p2ePpoDOmlRh3jirM,0.412,2019-04-23T11:29:26Z,Tudo Que Eu Não Fiz,O Terno
0.463,https://api.spotify.com/v1/audio-analysis/0qtYehIhoNRaVIryLnbp7O,0.281,256507,0.239,0qtYehIhoNRaVIryLnbp7O,4.56e-05,9,0.253,-14.07,0,0.0319,80.731,4,https://api.spotify.com/v1/tracks/0qtYehIhoNRaVIryLnbp7O,audio_features,spotify:track:0qtYehIhoNRaVIryLnbp7O,0.218,2019-04-23T11:29:26Z,Nada / Tudo,O Terno
0.675,https://api.spotify.com/v1/audio-analysis/0Tetrw2nzH22LpHSDhOUIe,0.529,289347,0.197,0Tetrw2nzH22LpHSDhOUIe,4.11e-05,11,0.102,-14.24,0,0.0625,75.662,4,https://api.spotify.com/v1/tracks/0Tetrw2nzH22LpHSDhOUIe,audio_features,spotify:track:0Tetrw2nzH22LpHSDhOUIe,0.218,2019-04-23T11:29:26Z,Pra Sempre Será,O Terno
0.513,https://api.spotify.com/v1/audio-analysis/2YoQv7AYRdsZIQgdNY5ZbN,0.435,299493,0.266,2YoQv7AYRdsZIQgdNY5ZbN,0.000134,2,0.164,-10.631,1,0.048,146.052,4,https://api.spotify.com/v1/tracks/2YoQv7AYRdsZIQgdNY5ZbN,audio_features,spotify:track:2YoQv7AYRdsZIQgdNY5ZbN,0.373,2019-04-23T11:29:26Z,Passado / Futuro,O Terno
0.252,https://api.spotify.com/v1/audio-analysis/5wyifj9jya5OUkuTKLFIhn,0.452,281427,0.291,5wyifj9jya5OUkuTKLFIhn,1.81e-06,5,0.0581,-12.225,1,0.0277,102.467,4,https://api.spotify.com/v1/tracks/5wyifj9jya5OUkuTKLFIhn,audio_features,spotify:track:5wyifj9jya5OUkuTKLFIhn,0.465,2019-04-23T11:29:26Z,Pegando Leve,O Terno
0.47,https://api.spotify.com/v1/audio-analysis/47IUIfhXXyhaILLcAE7LbL,0.339,198760,0.238,47IUIfhXXyhaILLcAE7LbL,0.00256,5,0.11,-13.013,0,0.0369,147.514,3,https://api.spotify.com/v1/tracks/47IUIfhXXyhaILLcAE7LbL,audio_features,spotify:track:47IUIfhXXyhaILLcAE7LbL,0.259,2019-04-23T11:29:26Z,Eu Vou,O Terno
